COLUMNA,DESCRIPCIÓN,ORIGEN,TIPO_DATO,LONGITUD,CÓDIGO_VALIDO
pln_prec,Indica si uno de los procesos de potabilización aplicado a la planta fue: 14. precipitación,SECC III.11.3,Carácter,3,"1, NA, NSS, ND, NULL"
pln_otro,"Indica si se optó por otro proceso de potabilización aplicado a la planta: 
15. otro",SECC III.11.3,Carácter,3,"1, NA, NSS, ND, NULL"
pln_o_es,Indica especificar otro proceso de potabilización aplicado a la planta:  ,SECC III.11.3,Carácter,5000,
lodo_env,Indica si los lodos residuales generados en la planta se enviaron a destino,SECC III.11.3,Numérico,1,0 al 2
vol_lodo,Indica el volumen de lodos residuales a destino,SECC III.11.3,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
unidmedi,Indica la unidad de medida del volumen de lodos residuales registrados,SECC III.11.3,Numérico,1,0 al 6
ot_espec,Indica especificar otra unidad de medida de lodos residuales registrada,SECC III.11.3,Carácter,5000,
trat_lod,Indica si se aplicó tratamiento a lodos residuales a destino,SECC III.11.3,Numérico,1,0 al 2
lech_sec,Indica lecho de secado como tipo de tratamiento aplicado a lodos residuales a destino,SECC III.11.3,Carácter,3,"1, NA, NSS, ND, NULL"
fil_band,Indica filtros banda como tipo de tratamiento aplicado a lodos residuales a destino,SECC III.11.3,Carácter,3,"1, NA, NSS, ND, NULL"
otro_tra,Indica otro tipo de tratamiento aplicado a lodos residuales a destino,SECC III.11.3,Carácter,3,"1, NA, NSS, ND, NULL"
otro_esp,Indica especificar otro tipo de tratamiento aplicado a lodos residuales a destino,SECC III.11.3,Carácter,5000,
deslotra,Indica el destino de los lodos residuales tratados,SECC III.11.3,Numérico,1,0 al 6
lo_tr_es,Indica especificar otro destino para los lodos residuales tratados,SECC III.11.3,Carácter,5000,
deslontr,Indica el destino de los lodos residuales no tratados,SECC III.11.3,Numérico,1,0 al 6
no_tr_es,Indica especificar otro destino para los lodos residuales no tratados,SECC III.11.3,Carácter,5000,
