COLUMNA,DESCRIPCIÓN,ORIGEN,TIPO_DATO,LONGITUD,CÓDIGO_VALIDO
tot_conf,Indica el número total del personal de confianza,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
g_conf_h,Indica los gerentes y directivos hombres de confianza,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
g_conf_m,Indica los gerentes y directivos mujeres de confianza,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
a_conf_h,Indica los empleados administrativos y contables hombres de confianza,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
a_conf_m,Indica los empleados administrativos y contables mujeres de confianza,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
o_conf_h,Indica los técnicos y operativos hombres confianza,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
o_conf_m,Indica los técnicos y operativos mujeres confianza,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
tot_base,Indica el número total del personal de base o sindicalizado,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
g_base_h,Indica los gerentes y directivos hombres de base,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
g_base_m,Indica los gerentes y directivos mujeres de base,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
a_base_h,Indica los empleados administrativos y contables hombres de base,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
a_base_m,Indica los empleados administrativos y contables mujeres de base,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
o_base_h,Indica los técnicos y operativos hombres base,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
o_base_m,Indica los técnicos y operativos mujeres base,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
tot_even,Indica el número total del personal eventual,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
g_even_h,Indica los gerentes y directivos hombres eventuales,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
g_even_m,Indica los gerentes y directivos mujeres eventuales,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
a_even_h,Indica los empleados administrativos y contables hombres eventuales,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
a_even_m,Indica los empleados administrativos y contables mujeres eventuales,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
o_even_h,Indica los técnicos y operativos hombres eventual,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
o_even_m,Indica los técnicos y operativos mujeres eventual,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
tot_hono,Indica el número total del personal por honorarios,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
g_hono_h,Indica los gerentes y directivos hombres por honorarios,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
g_hono_m,Indica los gerentes y directivos mujeres por honorarios,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
a_hono_h,Indica los empleados administrativos y contables hombres por honorarios,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
a_hono_m,Indica los empleados administrativos y contables mujeres por honorarios,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
o_hono_h,Indica los técnicos y operativos hombres honorarios,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
o_hono_m,Indica los técnicos y operativos mujeres honorarios,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
ot_reg_e,Indica la especificación de otro tipo de régimen de contratación,SECC I. 2.1,Carácter,5000,
tot_o_re,Indica el número total del personal por otro régimen,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
g_otro_h,Indica los gerentes y directivos hombres por otro régimen,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
g_otro_m,Indica los gerentes y directivos mujeres por otro régimen,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
a_otro_h,Indica los empleados administrativos y contables hombres por otro régimen,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
a_otro_m,Indica los empleados administrativos y contables mujeres por otro régimen,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
o_otro_h,Indica los técnicos y operativos hombres por otro régimen,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
o_otro_m,Indica los técnicos y operativos mujeres por otro régimen,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
tot_pers,Indica el número total de personal,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
g_desa_h,Indica los gerentes y directivos hombres,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
g_desa_m,Indica los gerentes y directivos mujeres,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
a_desa_h,Indica los empleados administrativos y contables hombres,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
a_desa_m,Indica los empleados administrativos y contables mujeres,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
o_desa_h,Indica los técnicos y operativos hombres,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
o_desa_m,Indica los técnicos y operativos mujeres,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
sexo,Indica el sexo del  director o gerente del prestador u operador del servicio de agua,SECC I. 2.1,Numérico,1,0 al 2
aps_anos,Indica la antigüedad en años del director o gerente general del prestador u operador del servicio de agua en el puesto,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
aps_mes,"Indica la antigüedad en meses (al 31 de diciembre del año 2020), del director o gerente general del prestador u operador del servicio de agua en el puesto",SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
par_ciud,Indica si estuvo en operación algún tipo de espacio de participación ciudadana en la administración del servicio de agua potable,SECC I. 2.1,Numérico,1,0 al 2
ciud_nom,Indica el nombre del órgano de participación ciudadana,SECC I. 2.1,Carácter,5000,
inspartc,Indica la instancia de participación ciudadana,SECC I. 2.1,Numérico,1,0 al 3
insrepng,Indica el procedimiento por el cual se designa a los representantes no gubernamentales que participan en esa instancia,SECC I. 2.1,Numérico,1,0 al 5
ins_o_pr,Indica se especifique el otro procedimiento por el cual se designa a los representantes no gubernamentales que participan en esa instancia,SECC I. 2.1,Carácter,5000,
totl_ins,Indica el número total de personas que integró la instancia de participación ciudadana,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
hombres,Indica el número total de hombres que integró la instancia de participación ciudadana,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
mujeres,Indica el número total de mujeres que integró la instancia de participación ciudadana,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
t_ng_ins,Indica el número total de personas no gubernamentales que integró la instancia de participación ciudadana,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
h_ng_ins,Indica el número total de hombres no gubernamentales que integró la instancia de participación ciudadana,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
m_ng_ins,Indica el número total de mujeres no gubernamentales que integró la instancia de participación ciudadana                      ,SECC I. 2.1,Carácter,20,"0-999999999999999, NA, NSS, ND, NULL"
atribuci,Indica las atribuciones de los integrantes no gubernamentales,SECC I. 2.1,Numérico,1,0 al 3
atrb_esp,Indica especificar las nuevas atribuciones de los integrantes no gubernamentales,SECC I. 2.1,Carácter,5000,
